clusterName,f-measure,True Negative ,False Positive,False Negative,True Positive,markerCount,1,2,3,4,5,6,index
cl17_e147_Gng12_L6_CT,0.401691332,11408,204,33,114,5,mRNA_Fezf2,mRNA_Lamp5,mRNA_Nrn1,mRNA_Slc17a7,mRNA_Syt6,nan,cl17_e147_Gng12_L6_CT&mRNA_Fezf2>=5.711697578430176&mRNA_Lamp5>=5.336880683898926&mRNA_Nrn1>=7.31270694732666&mRNA_Slc17a7>=8.302261352539062&mRNA_Syt6>=0.6524797081947327
cl180_i29_Nr1h4_Sncg,0.802469136,11730,0,16,13,2,mRNA_Pvalb,mRNA_Slc17a8,nan,nan,nan,nan,cl180_i29_Nr1h4_Sncg&mRNA_Pvalb>=2.228118896484375&mRNA_Slc17a8>=8.733028411865234
cl181_e28_Nfkbid_L23_IT,0.111702128,11524,207,7,21,4,mRNA_Calb1,mRNA_Lamp5,mRNA_Nrn1,mRNA_Penk,nan,nan,cl181_e28_Nfkbid_L23_IT&mRNA_Calb1>=10.004033088684082&mRNA_Lamp5>=9.236738204956055&mRNA_Nrn1>=8.880910873413086&mRNA_Penk>=1.4720301628112793
cl182_i28_Snord42b_Pvalb,0.177238806,11623,108,9,19,6,mRNA_Ank1,mRNA_Btbd11,mRNA_Kcnip1,mRNA_Lhx6,mRNA_Nxph1,mRNA_Pvalb,cl182_i28_Snord42b_Pvalb&mRNA_Ank1>=3.7585835456848145&mRNA_Btbd11>=4.647742748260498&mRNA_Kcnip1>=6.28795862197876&mRNA_Lhx6>=4.944716453552246&mRNA_Nxph1>=8.858089447021484&mRNA_Pvalb>=10.681570053100586
cl184_n28_Pf4_Macrophage,0.532407407,11707,24,5,23,2,mRNA_Ly86,mRNA_Npy,nan,nan,nan,nan,cl184_n28_Pf4_Macrophage&mRNA_Ly86>=7.752570152282715&mRNA_Npy>=0.6745108366012573
cl185_i27_Slc4a7_Pvalb,0.12987013,11687,45,21,6,4,mRNA_Btbd11,mRNA_Kcnmb2,mRNA_Nxph1,mRNA_Pvalb,nan,nan,cl185_i27_Slc4a7_Pvalb&mRNA_Btbd11>=7.385883331298828&mRNA_Kcnmb2>=7.432129383087158&mRNA_Nxph1>=8.924819946289062&mRNA_Pvalb>=6.022303104400635
cl186_e26_Zfp882_L4,0.166666667,11733,0,25,1,1,mRNA_Gm11549,nan,nan,nan,nan,nan,cl186_e26_Zfp882_L4&mRNA_Gm11549>=10.293400764465332
cl187_e26_Teddm2_L6_CT,0.52238806,11720,13,12,14,4,mRNA_Fezf2,mRNA_Lamp5,mRNA_Slc17a7,mRNA_Syt6,nan,nan,cl187_e26_Teddm2_L6_CT&mRNA_Fezf2>=7.097044944763184&mRNA_Lamp5>=7.523534774780273&mRNA_Slc17a7>=9.62110710144043&mRNA_Syt6>=5.0190582275390625
cl188_i26_Cgn_Pvalb,0.153061224,11718,15,23,3,4,mRNA_Btbd11,mRNA_Dlx6,mRNA_Lhx6,mRNA_Pvalb,nan,nan,cl188_i26_Cgn_Pvalb&mRNA_Btbd11>=7.918001174926758&mRNA_Dlx6>=4.856143474578857&mRNA_Lhx6>=2.1469151973724365&mRNA_Pvalb>=7.749173164367676
cl189_e26_C1ql2_L5_PT,0.18558952,11642,91,9,17,6,mRNA_Calb1,mRNA_Fezf2,mRNA_Lamp5,mRNA_Nrn1,mRNA_Reln,mRNA_Sv2b,cl189_e26_C1ql2_L5_PT&mRNA_Calb1>=2.9929327964782715&mRNA_Fezf2>=7.947813987731934&mRNA_Lamp5>=9.544830322265625&mRNA_Nrn1>=5.30070161819458&mRNA_Reln>=4.552001953125&mRNA_Sv2b>=7.355928421020508
cl18_i146_Car4_Vip,0.520581114,11529,84,60,86,3,mRNA_Car4,mRNA_Penk,mRNA_Vip,nan,nan,nan,cl18_i146_Car4_Vip&mRNA_Car4>=9.102154731750488&mRNA_Penk>=10.538534164428711&mRNA_Vip>=13.12606430053711
cl190_e26_Cdh15_L5_PT,0.393258427,11709,24,12,14,5,mRNA_Fezf2,mRNA_Itpka,mRNA_Neurod1,mRNA_Nrn1,mRNA_Reln,nan,cl190_e26_Cdh15_L5_PT&mRNA_Fezf2>=8.329345703125&mRNA_Itpka>=8.214277267456055&mRNA_Neurod1>=1.0839251279830933&mRNA_Nrn1>=5.8669891357421875&mRNA_Reln>=3.6668810844421387
cl191_e26_Chadl_L6_IT,0.403225806,11729,4,21,5,5,mRNA_Calb1,mRNA_Igfbp6,mRNA_Neurod6,mRNA_Rprml,mRNA_Slc17a7,nan,cl191_e26_Chadl_L6_IT&mRNA_Calb1>=6.258612155914307&mRNA_Igfbp6>=7.296643257141113&mRNA_Neurod6>=10.121905326843262&mRNA_Rprml>=7.038402557373047&mRNA_Slc17a7>=9.419122695922852
cl192_i26_Trim71_Sst,0.219298246,11716,17,21,5,3,mRNA_Calb1,mRNA_Kcnmb2,mRNA_Npy,nan,nan,nan,cl192_i26_Trim71_Sst&mRNA_Calb1>=11.590056419372559&mRNA_Kcnmb2>=7.8856658935546875&mRNA_Npy>=9.111043930053711
cl196_e24_Zfp781_L4,0.138888889,11733,2,23,1,1,mRNA_Neurod1,nan,nan,nan,nan,nan,cl196_e24_Zfp781_L4&mRNA_Neurod1>=8.413793563842773
cl197_e24_Cfap54_L23_IT,0.174050633,11673,62,13,11,5,mRNA_Calb1,mRNA_Igfbp6,mRNA_Lamp5,mRNA_Neurod1,mRNA_Reln,nan,cl197_e24_Cfap54_L23_IT&mRNA_Calb1>=9.074982643127441&mRNA_Igfbp6>=8.133283615112305&mRNA_Lamp5>=9.309235572814941&mRNA_Neurod1>=6.544973373413086&mRNA_Reln>=1.3433995246887207
cl198_i24_Bard1_Vip,0.476190476,11728,7,16,8,6,mRNA_Car4,mRNA_Crh,mRNA_Cxcl14,mRNA_Deptor,mRNA_Penk,mRNA_Vip,cl198_i24_Bard1_Vip&mRNA_Car4>=9.247215270996094&mRNA_Crh>=10.289770126342773&mRNA_Cxcl14>=9.309128761291504&mRNA_Deptor>=2.351506233215332&mRNA_Penk>=7.809618949890137&mRNA_Vip>=13.50398063659668
cl1_e421_Cst3_L4,0.552763819,11027,311,91,330,3,mRNA_Igfbp6,mRNA_Neurod6,mRNA_Rspo1,nan,nan,nan,cl1_e421_Cst3_L4&mRNA_Igfbp6>=5.7100043296813965&mRNA_Neurod6>=7.966244697570801&mRNA_Rspo1>=5.437708377838135
cl202_i24_Ccdc121_Sst,0.609756098,11720,15,4,20,4,mRNA_Calb1,mRNA_Npy,mRNA_Pvalb,mRNA_Reln,nan,nan,cl202_i24_Ccdc121_Sst&mRNA_Calb1>=11.611043930053711&mRNA_Npy>=10.727052688598633&mRNA_Pvalb>=4.203374862670898&mRNA_Reln>=6.398387908935547
cl205_e23_Zfp28_L5_NP,0.514018692,11726,10,12,11,5,mRNA_Fezf2,mRNA_Gm11549,mRNA_Neurod6,mRNA_Slc17a7,mRNA_Slc17a8,nan,cl205_e23_Zfp28_L5_NP&mRNA_Fezf2>=8.591485977172852&mRNA_Gm11549>=8.210386276245117&mRNA_Neurod6>=7.503609657287598&mRNA_Slc17a7>=9.142743110656738&mRNA_Slc17a8>=5.648303031921387
cl206_i23_Dmrt2_Sst,0.23364486,11720,16,18,5,4,mRNA_Chrna2,mRNA_Lhx6,mRNA_Pvalb,mRNA_Reln,nan,nan,cl206_i23_Dmrt2_Sst&mRNA_Chrna2>=3.5891849994659424&mRNA_Lhx6>=6.7152323722839355&mRNA_Pvalb>=4.322624206542969&mRNA_Reln>=6.751426696777344
cl207_i23_Phf8_Sst,0.185185185,11736,0,22,1,1,mRNA_Arx,nan,nan,nan,nan,nan,cl207_i23_Phf8_Sst&mRNA_Arx>=9.109350204467773
cl209_e22_Nphs1_L6_IT,0.173267327,11699,38,15,7,4,mRNA_Gm11549,mRNA_Nrn1,mRNA_Penk,mRNA_Tesc,nan,nan,cl209_e22_Nphs1_L6_IT&mRNA_Gm11549>=8.783885955810547&mRNA_Nrn1>=10.785667419433594&mRNA_Penk>=4.753141403198242&mRNA_Tesc>=6.478057861328125
cl20_e142_Rap2a_L5_PT,0.727272727,11595,22,62,80,4,mRNA_Brinp3,mRNA_Fezf2,mRNA_Igfbp6,mRNA_Reln,nan,nan,cl20_e142_Rap2a_L5_PT&mRNA_Brinp3>=5.76589822769165&mRNA_Fezf2>=7.7338643074035645&mRNA_Igfbp6>=5.682546615600586&mRNA_Reln>=1.1814067363739014
cl210_e22_Spaca6_L23_IT,0.428571429,11731,6,16,6,5,mRNA_Igfbp6,mRNA_Itpka,mRNA_Lamp5,mRNA_Neurod1,mRNA_Reln,nan,cl210_e22_Spaca6_L23_IT&mRNA_Igfbp6>=8.900318145751953&mRNA_Itpka>=8.963777542114258&mRNA_Lamp5>=10.742130279541016&mRNA_Neurod1>=5.698006629943848&mRNA_Reln>=0.5779256820678711
cl211_e22_Ascl5_L23_IT,0.510204082,11728,9,12,10,5,mRNA_Lamp5,mRNA_Neurod1,mRNA_Reln,mRNA_Rspo1,mRNA_Tesc,nan,cl211_e22_Ascl5_L23_IT&mRNA_Lamp5>=9.391819953918457&mRNA_Neurod1>=5.404702186584473&mRNA_Reln>=4.542943477630615&mRNA_Rspo1>=4.092381477355957&mRNA_Tesc>=5.542993545532227
cl212_i22_Cemip_Pvalb,0.151006711,11677,60,13,9,4,mRNA_Ank1,mRNA_Btbd11,mRNA_Nxph1,mRNA_Pvalb,nan,nan,cl212_i22_Cemip_Pvalb&mRNA_Ank1>=4.882648468017578&mRNA_Btbd11>=6.6969990730285645&mRNA_Nxph1>=7.592545032501221&mRNA_Pvalb>=11.02426528930664
cl213_i22_Dnhd1_Pvalb,0.238095238,11734,3,20,2,3,mRNA_Arx,mRNA_Btbd11,mRNA_Pvalb,nan,nan,nan,cl213_i22_Dnhd1_Pvalb&mRNA_Arx>=5.979533672332764&mRNA_Btbd11>=8.79151439666748&mRNA_Pvalb>=8.78996467590332
cl214_e22_Rttn_L6_CT,0.047486034,11312,425,5,17,6,mRNA_Fezf2,mRNA_Itpka,mRNA_Nrgn,mRNA_Nrn1,mRNA_Pcp4,mRNA_Sv2b,cl214_e22_Rttn_L6_CT&mRNA_Fezf2>=7.206663131713867&mRNA_Itpka>=5.058918476104736&mRNA_Nrgn>=8.473899841308594&mRNA_Nrn1>=5.395388603210449&mRNA_Pcp4>=11.556814193725586&mRNA_Sv2b>=4.605897903442383
cl217_e22_Dnah14_L6_IT,0.17699115,11694,43,14,8,6,mRNA_Brinp3,mRNA_Gm11549,mRNA_Neurod6,mRNA_Nrn1,mRNA_Slc17a7,mRNA_Tesc,cl217_e22_Dnah14_L6_IT&mRNA_Brinp3>=7.315315246582031&mRNA_Gm11549>=8.775222778320312&mRNA_Neurod6>=7.937949180603027&mRNA_Nrn1>=6.178306579589844&mRNA_Slc17a7>=8.993093490600586&mRNA_Tesc>=5.729158401489258
cl218_e22_P4ha3_L6_IT,0.5,11729,8,13,9,6,mRNA_Cryab,mRNA_Itpka,mRNA_Nrgn,mRNA_Slc17a7,mRNA_Sv2b,mRNA_Synpr,cl218_e22_P4ha3_L6_IT&mRNA_Cryab>=4.6377177238464355&mRNA_Itpka>=7.829578876495361&mRNA_Nrgn>=9.175870895385742&mRNA_Slc17a7>=10.472858428955078&mRNA_Sv2b>=8.702938079833984&mRNA_Synpr>=2.1931872367858887
cl219_n22_Pdzph1_Astro,0.285714286,11729,8,18,4,5,mRNA_Cryab,mRNA_Cxcl14,mRNA_Fgfr3,mRNA_Ptn,mRNA_Rorb,nan,cl219_n22_Pdzph1_Astro&mRNA_Cryab>=5.703457832336426&mRNA_Cxcl14>=8.432180404663086&mRNA_Fgfr3>=7.341867446899414&mRNA_Ptn>=10.719182014465332&mRNA_Rorb>=8.887539863586426
cl21_i137_Thumpd2_Sst,0.534709193,11580,42,80,57,5,mRNA_Brinp3,mRNA_Calb1,mRNA_Npy,mRNA_Nxph1,mRNA_Sst,nan,cl21_i137_Thumpd2_Sst&mRNA_Brinp3>=4.104960918426514&mRNA_Calb1>=11.526712417602539&mRNA_Npy>=11.295684814453125&mRNA_Nxph1>=9.488466262817383&mRNA_Sst>=11.936161994934082
cl221_i22_NA_Vip,0.296610169,11720,17,15,7,5,mRNA_Brinp3,mRNA_Crh,mRNA_Cxcl14,mRNA_Reln,mRNA_Vip,nan,cl221_i22_NA_Vip&mRNA_Brinp3>=8.483896255493164&mRNA_Crh>=9.605694770812988&mRNA_Cxcl14>=9.200774192810059&mRNA_Reln>=1.886655569076538&mRNA_Vip>=10.880865097045898
cl223_i22_Rxfp3_Sst,0.571428571,11733,4,14,8,4,mRNA_Btbd11,mRNA_Lhx6,mRNA_Nxph1,mRNA_Rprml,nan,nan,cl223_i22_Rxfp3_Sst&mRNA_Btbd11>=5.745094299316406&mRNA_Lhx6>=7.258976936340332&mRNA_Nxph1>=10.186463356018066&mRNA_Rprml>=2.1221542358398438
cl226_e21_TrnL1_L23_IT,0.245901639,11731,7,18,3,3,mRNA_Igfbp6,mRNA_Neurod1,mRNA_Tesc,nan,nan,nan,cl226_e21_TrnL1_L23_IT&mRNA_Igfbp6>=9.294086456298828&mRNA_Neurod1>=6.746415615081787&mRNA_Tesc>=7.193386077880859
cl227_i21_Pla2g4e_Lamp5,0.36,11721,17,12,9,5,mRNA_Car4,mRNA_Cryab,mRNA_Lamp5,mRNA_Npy,mRNA_Nxph1,nan,cl227_i21_Pla2g4e_Lamp5&mRNA_Car4>=7.5501484870910645&mRNA_Cryab>=8.373321533203125&mRNA_Lamp5>=11.516945838928223&mRNA_Npy>=13.927949905395508&mRNA_Nxph1>=9.310208320617676
cl228_e21_Rev1_L6_CT,0.279503106,11712,26,12,9,4,mRNA_Fezf2,mRNA_Neurod6,mRNA_Nrn1,mRNA_Syt6,nan,nan,cl228_e21_Rev1_L6_CT&mRNA_Fezf2>=5.665464401245117&mRNA_Neurod6>=9.088329315185547&mRNA_Nrn1>=7.631348609924316&mRNA_Syt6>=1.3977433443069458
cl22_i134_Esrrg_Pvalb,0.210472279,11456,169,93,41,5,mRNA_Ank1,mRNA_Btbd11,mRNA_Dlx6,mRNA_Lhx6,mRNA_Pvalb,nan,cl22_i134_Esrrg_Pvalb&mRNA_Ank1>=4.747589111328125&mRNA_Btbd11>=7.142298698425293&mRNA_Dlx6>=2.2346620559692383&mRNA_Lhx6>=2.07265567779541&mRNA_Pvalb>=9.000459671020508
cl230_i21_Brca2_Pvalb,0.2,11738,0,20,1,3,mRNA_Calb1,mRNA_Dlx6,mRNA_Pvalb,nan,nan,nan,cl230_i21_Brca2_Pvalb&mRNA_Calb1>=6.183178901672363&mRNA_Dlx6>=6.298788547515869&mRNA_Pvalb>=6.638575077056885
cl231_i21_Gramd1c_Vip,0.2,11717,21,16,5,3,mRNA_Ankrd55,mRNA_Cxcl14,mRNA_Synpr,nan,nan,nan,cl231_i21_Gramd1c_Vip&mRNA_Ankrd55>=6.926355838775635&mRNA_Cxcl14>=9.729606628417969&mRNA_Synpr>=12.30142593383789
cl232_i21_Spc25_Sst,0.317460317,11708,30,9,12,5,mRNA_Calb1,mRNA_Kcnmb2,mRNA_Lhx6,mRNA_Npy,mRNA_Sst,nan,cl232_i21_Spc25_Sst&mRNA_Calb1>=11.307143211364746&mRNA_Kcnmb2>=7.05750846862793&mRNA_Lhx6>=6.744533538818359&mRNA_Npy>=11.63601303100586&mRNA_Sst>=13.754295349121094
cl233_i21_Grem2_Lamp5,0.324675325,11729,9,16,5,4,mRNA_Car4,mRNA_Lamp5,mRNA_Npy,mRNA_Reln,nan,nan,cl233_i21_Grem2_Lamp5&mRNA_Car4>=7.81571102142334&mRNA_Lamp5>=11.137005805969238&mRNA_Npy>=11.699337005615234&mRNA_Reln>=10.351395606994629
cl234_i21_Srd5a1_Lamp5,0.309734513,11722,16,14,7,4,mRNA_Kcnmb2,mRNA_Ndnf,mRNA_Npy,mRNA_Nxph1,nan,nan,cl234_i21_Srd5a1_Lamp5&mRNA_Kcnmb2>=3.3593649864196777&mRNA_Ndnf>=9.42043685913086&mRNA_Npy>=10.658809661865234&mRNA_Nxph1>=10.773130416870117
cl236_e21_Arg2_L5_NP,0.348837209,11720,18,12,9,3,mRNA_Fezf2,mRNA_Neurod6,mRNA_Nxph1,nan,nan,nan,cl236_e21_Arg2_L5_NP&mRNA_Fezf2>=9.21646785736084&mRNA_Neurod6>=8.617655754089355&mRNA_Nxph1>=7.055861473083496
cl238_i20_Cldn1_Lamp5,0.666666667,11737,2,12,8,5,mRNA_Gad1,mRNA_Lamp5,mRNA_Ndnf,mRNA_Npy,mRNA_Reln,nan,cl238_i20_Cldn1_Lamp5&mRNA_Gad1>=12.943588256835938&mRNA_Lamp5>=10.458393096923828&mRNA_Ndnf>=6.136321067810059&mRNA_Npy>=12.919641494750977&mRNA_Reln>=9.197404861450195
cl239_i20_Casp9_Pvalb,0.144927536,11683,56,12,8,6,mRNA_Ank1,mRNA_Arx,mRNA_Btbd11,mRNA_Lhx6,mRNA_Pvalb,mRNA_Slc32a1,cl239_i20_Casp9_Pvalb&mRNA_Ank1>=5.749905586242676&mRNA_Arx>=5.958897590637207&mRNA_Btbd11>=6.92357063293457&mRNA_Lhx6>=4.459035873413086&mRNA_Pvalb>=9.523557662963867&mRNA_Slc32a1>=5.906930923461914
cl23_i132_Myh13_Sst,0.5,11531,96,46,86,4,mRNA_Calb1,mRNA_Chrna2,mRNA_Lhx6,mRNA_Reln,nan,nan,cl23_i132_Myh13_Sst&mRNA_Calb1>=10.344852447509766&mRNA_Chrna2>=4.734744071960449&mRNA_Lhx6>=6.640783309936523&mRNA_Reln>=8.05356216430664
cl240_i20_Sall1_Vip,0.234375,11731,8,17,3,4,mRNA_Adarb2,mRNA_Crh,mRNA_Dlx1,mRNA_Rspo1,nan,nan,cl240_i20_Sall1_Vip&mRNA_Adarb2>=8.642585754394531&mRNA_Crh>=4.650225639343262&mRNA_Dlx1>=8.36336898803711&mRNA_Rspo1>=5.5293073654174805
cl241_i20_Fv1_Pvalb,0.397727273,11729,10,13,7,6,mRNA_Ank1,mRNA_Ankrd55,mRNA_Btbd11,mRNA_Npy,mRNA_Pvalb,mRNA_Tesc,cl241_i20_Fv1_Pvalb&mRNA_Ank1>=5.700453758239746&mRNA_Ankrd55>=3.797240734100342&mRNA_Btbd11>=6.854446887969971&mRNA_Npy>=5.791403770446777&mRNA_Pvalb>=10.21216869354248&mRNA_Tesc>=2.569697856903076
cl242_i19_Emilin2_Sst,0.636363636,11738,2,12,7,4,mRNA_Arx,mRNA_Btbd11,mRNA_Calb1,mRNA_Penk,nan,nan,cl242_i19_Emilin2_Sst&mRNA_Arx>=7.851600646972656&mRNA_Btbd11>=6.422513961791992&mRNA_Calb1>=9.224981307983398&mRNA_Penk>=7.412254333496094
cl246_i20_Igsf1_Sst,0.5,11738,1,16,4,3,mRNA_Lhx6,mRNA_Nxph1,mRNA_Synpr,nan,nan,nan,cl246_i20_Igsf1_Sst&mRNA_Lhx6>=8.78544807434082&mRNA_Nxph1>=9.362092971801758&mRNA_Synpr>=11.554362297058105
cl247_e20_Pah_L5_IT,0.882352941,11739,0,8,12,5,mRNA_Car4,mRNA_Deptor,mRNA_Fezf2,mRNA_Itpka,mRNA_Slc17a7,nan,cl247_e20_Pah_L5_IT&mRNA_Car4>=7.698990821838379&mRNA_Deptor>=5.720244407653809&mRNA_Fezf2>=2.109395742416382&mRNA_Itpka>=8.47852897644043&mRNA_Slc17a7>=9.51858139038086
cl248_i20_Lsmem1_Sst,0.168269231,11699,40,13,7,4,mRNA_Calb1,mRNA_Nxph1,mRNA_Pvalb,mRNA_Sst,nan,nan,cl248_i20_Lsmem1_Sst&mRNA_Calb1>=11.684971809387207&mRNA_Nxph1>=9.887982368469238&mRNA_Pvalb>=0.6784964203834534&mRNA_Sst>=6.381899833679199
cl249_i20_Tacr3_Sst,0.3125,11738,1,18,2,2,mRNA_Arx,mRNA_Pvalb,nan,nan,nan,nan,cl249_i20_Tacr3_Sst&mRNA_Arx>=8.613682746887207&mRNA_Pvalb>=4.5901970863342285
cl26_i124_Ccser1_Vip,0.537109375,11593,42,69,55,4,mRNA_Adarb2,mRNA_Crh,mRNA_Penk,mRNA_Reln,nan,nan,cl26_i124_Ccser1_Vip&mRNA_Adarb2>=7.93721866607666&mRNA_Crh>=9.906538009643555&mRNA_Penk>=12.67843246459961&mRNA_Reln>=3.5549774169921875
cl27_e121_Gadd45a_L6_CT,0.649241147,11597,41,44,77,6,mRNA_Brinp3,mRNA_Fezf2,mRNA_Lamp5,mRNA_Nrn1,mRNA_Pcp4,mRNA_Syt6,cl27_e121_Gadd45a_L6_CT&mRNA_Brinp3>=3.6977901458740234&mRNA_Fezf2>=5.319023609161377&mRNA_Lamp5>=7.423573970794678&mRNA_Nrn1>=7.275223731994629&mRNA_Pcp4>=12.109262466430664&mRNA_Syt6>=3.53195858001709
cl29_i121_Acbd7_Sst,0.832137733,11610,28,5,116,3,mRNA_Chodl,mRNA_Lhx6,mRNA_Penk,nan,nan,nan,cl29_i121_Acbd7_Sst&mRNA_Chodl>=7.888156890869141&mRNA_Lhx6>=4.101208686828613&mRNA_Penk>=8.245687484741211
cl2_e381_Rgs2_L6_IT,0.584707646,11207,171,147,234,4,mRNA_Igfbp6,mRNA_Neurod6,mRNA_Penk,mRNA_Tesc,nan,nan,cl2_e381_Rgs2_L6_IT&mRNA_Igfbp6>=8.08682632446289&mRNA_Neurod6>=8.476076126098633&mRNA_Penk>=5.495556831359863&mRNA_Tesc>=7.646883964538574
cl32_n118_Opalin_Oligo,0.987972509,11640,1,3,115,1,mRNA_Cryab,nan,nan,nan,nan,nan,cl32_n118_Opalin_Oligo&mRNA_Cryab>=11.600081443786621
cl34_i116_Nr2e1_Vip,0.463414634,11543,100,40,76,4,mRNA_Crh,mRNA_Cxcl14,mRNA_Igfbp6,mRNA_Reln,nan,nan,cl34_i116_Nr2e1_Vip&mRNA_Crh>=8.951114654541016&mRNA_Cxcl14>=5.086745738983154&mRNA_Igfbp6>=4.093781471252441&mRNA_Reln>=0.5103451013565063
cl35_i106_Bcl9_Sst,0.345070423,11551,102,57,49,5,mRNA_Calb1,mRNA_Npy,mRNA_Reln,mRNA_Sst,mRNA_Synpr,nan,cl35_i106_Bcl9_Sst&mRNA_Calb1>=11.827667236328125&mRNA_Npy>=10.067808151245117&mRNA_Reln>=6.649615287780762&mRNA_Sst>=13.006893157958984&mRNA_Synpr>=10.847749710083008
cl36_i104_Rspo4_Vip,0.490196078,11619,36,64,40,5,mRNA_Brinp3,mRNA_Car4,mRNA_Penk,mRNA_Rspo1,mRNA_Vip,nan,cl36_i104_Rspo4_Vip&mRNA_Brinp3>=6.744366645812988&mRNA_Car4>=6.324967861175537&mRNA_Penk>=5.764246940612793&mRNA_Rspo1>=0.6742558479309082&mRNA_Vip>=13.204237937927246
cl37_e104_Mapk13_L6b,0.931603774,11654,1,25,79,3,mRNA_Brinp3,mRNA_Fezf2,mRNA_Nxph4,nan,nan,nan,cl37_e104_Mapk13_L6b&mRNA_Brinp3>=6.972879886627197&mRNA_Fezf2>=4.277004241943359&mRNA_Nxph4>=5.221904754638672
cl38_e104_Chn2_L5_NP,0.8203125,11648,7,41,63,3,mRNA_Nrn1,mRNA_Pcp4,mRNA_Slc17a8,nan,nan,nan,cl38_e104_Chn2_L5_NP&mRNA_Nrn1>=9.041208267211914&mRNA_Pcp4>=12.331680297851562&mRNA_Slc17a8>=4.929023265838623
cl39_i103_Rnf138rt1_Vip,0.532081377,11590,66,35,68,4,mRNA_Car4,mRNA_Crh,mRNA_Dlx1,mRNA_Penk,nan,nan,cl39_i103_Rnf138rt1_Vip&mRNA_Car4>=9.261178016662598&mRNA_Crh>=7.730916500091553&mRNA_Dlx1>=7.156813144683838&mRNA_Penk>=10.318765640258789
cl3_i309_Cpne6_Lamp5,0.709932968,11350,100,76,233,3,mRNA_Cryab,mRNA_Npy,mRNA_Nxph1,nan,nan,nan,cl3_i309_Cpne6_Lamp5&mRNA_Cryab>=8.162857055664062&mRNA_Npy>=14.889259338378906&mRNA_Nxph1>=6.281628608703613
cl40_i103_Il7_Pvalb,0.839416058,11648,8,34,69,2,mRNA_Pvalb,mRNA_Th,nan,nan,nan,nan,cl40_i103_Il7_Pvalb&mRNA_Pvalb>=4.77803897857666&mRNA_Th>=10.137713432312012
cl41_n102_Selplg_Macrophage,0.819672131,11630,27,2,100,1,mRNA_Ly86,nan,nan,nan,nan,nan,cl41_n102_Selplg_Macrophage&mRNA_Ly86>=8.499967575073242
cl44_e96_Chrna6_L5_PT,0.927835052,11662,1,24,72,3,mRNA_Car4,mRNA_Fezf2,mRNA_Reln,nan,nan,nan,cl44_e96_Chrna6_L5_PT&mRNA_Car4>=6.98226261138916&mRNA_Fezf2>=6.709616184234619&mRNA_Reln>=5.953054428100586
cl45_i95_Gsx2_Vip,0.406301824,11586,78,46,49,3,mRNA_Pdgfra,mRNA_Penk,mRNA_Vip,nan,nan,nan,cl45_i95_Gsx2_Vip&mRNA_Pdgfra>=1.0002866983413696&mRNA_Penk>=10.813127517700195&mRNA_Vip>=13.274584770202637
cl46_e95_Npc1l1_L5_IT,0.749235474,11655,9,46,49,5,mRNA_Brinp3,mRNA_Igfbp6,mRNA_Neurod6,mRNA_Pcp4,mRNA_Slc17a7,nan,cl46_e95_Npc1l1_L5_IT&mRNA_Brinp3>=6.753334045410156&mRNA_Igfbp6>=7.2337236404418945&mRNA_Neurod6>=9.443954467773438&mRNA_Pcp4>=10.3457670211792&mRNA_Slc17a7>=9.169991493225098
cl48_e91_Csgalnact1_L6_IT,0.543071161,11653,15,62,29,5,mRNA_Itpka,mRNA_Penk,mRNA_Slc17a7,mRNA_Sv2b,mRNA_Tesc,nan,cl48_e91_Csgalnact1_L6_IT&mRNA_Itpka>=7.622501373291016&mRNA_Penk>=6.247739791870117&mRNA_Slc17a7>=10.07338809967041&mRNA_Sv2b>=9.362272262573242&mRNA_Tesc>=7.616960525512695
cl49_i90_Gpr149_Pvalb,0.259856631,11581,88,61,29,4,mRNA_Ank1,mRNA_Btbd11,mRNA_Lhx6,mRNA_Pvalb,nan,nan,cl49_i90_Gpr149_Pvalb&mRNA_Ank1>=6.02144718170166&mRNA_Btbd11>=7.0066118240356445&mRNA_Lhx6>=1.7140936851501465&mRNA_Pvalb>=9.677242279052734
cl4_e253_Lgmn_L5_IT,0.751761942,11442,64,61,192,3,mRNA_Deptor,mRNA_Fezf2,mRNA_Igfbp6,nan,nan,nan,cl4_e253_Lgmn_L5_IT&mRNA_Deptor>=7.042581558227539&mRNA_Fezf2>=2.8392677307128906&mRNA_Igfbp6>=3.3861911296844482
cl50_i90_Agt_Lamp5,0.674603175,11648,21,39,51,3,mRNA_Adarb2,mRNA_Cxcl14,mRNA_Ndnf,nan,nan,nan,cl50_i90_Agt_Lamp5&mRNA_Adarb2>=8.18771743774414&mRNA_Cxcl14>=10.468423843383789&mRNA_Ndnf>=8.512039184570312
cl52_i88_TrnI_Pvalb,0.10391924,11307,364,53,35,4,mRNA_Kcnmb2,mRNA_Lhx6,mRNA_Npy,mRNA_Pvalb,nan,nan,cl52_i88_TrnI_Pvalb&mRNA_Kcnmb2>=6.374666213989258&mRNA_Lhx6>=1.9161213636398315&mRNA_Npy>=1.2436697483062744&mRNA_Pvalb>=6.072143077850342
